name,description,price,category,subcategory,group,inStock,image,quantity
Nintendo Gaming Model E 2025,"This is a premium Nintendo Gaming Model E 2025 designed for ultimate performance and style. Featuring the latest technology in gaming category.",11264.68,Gaming,Nintendo,Premium,FALSE,https://images.unsplash.com/photo-1595164491041-944a1da79717?q=80&w=800&auto=format&fit=crop,0
Nintendo Gaming Model F 2026,"This is a premium Nintendo Gaming Model F 2026 designed for ultimate performance and style. Featuring the latest technology in gaming category.",9737.21,Gaming,Nintendo,Premium,TRUE,https://images.unsplash.com/photo-1595164491041-944a1da79717?q=80&w=800&auto=format&fit=crop,27
Nintendo Gaming Model G 2027,"This is a premium Nintendo Gaming Model G 2027 designed for ultimate performance and style. Featuring the latest technology in gaming category.",26750.10,Gaming,Nintendo,Premium,TRUE,https://images.unsplash.com/photo-1595164491041-944a1da79717?q=80&w=800&auto=format&fit=crop,18
Nintendo Gaming Model H 2028,"This is a premium Nintendo Gaming Model H 2028 designed for ultimate performance and style. Featuring the latest technology in gaming category.",34303.86,Gaming,Nintendo,Premium,TRUE,https://images.unsplash.com/photo-1595164491041-944a1da79717?q=80&w=800&auto=format&fit=crop,31
Nintendo Gaming Model I 2029,"This is a premium Nintendo Gaming Model I 2029 designed for ultimate performance and style. Featuring the latest technology in gaming category.",26907.71,Gaming,Nintendo,Premium,TRUE,https://images.unsplash.com/photo-1595164491041-944a1da79717?q=80&w=800&auto=format&fit=crop,24
Nintendo Gaming Model J 2030,"This is a premium Nintendo Gaming Model J 2030 designed for ultimate performance and style. Featuring the latest technology in gaming category.",8534.19,Gaming,Nintendo,Premium,FALSE,https://images.unsplash.com/photo-1595164491041-944a1da79717?q=80&w=800&auto=format&fit=crop,0
Razer Gaming Model A 2021,"This is a premium Razer Gaming Model A 2021 designed for ultimate performance and style. Featuring the latest technology in gaming category.",18278.71,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,79
Razer Gaming Model B 2022,"This is a premium Razer Gaming Model B 2022 designed for ultimate performance and style. Featuring the latest technology in gaming category.",46535.76,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,35
Razer Gaming Model C 2023,"This is a premium Razer Gaming Model C 2023 designed for ultimate performance and style. Featuring the latest technology in gaming category.",20313.41,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,26
Razer Gaming Model D 2024,"This is a premium Razer Gaming Model D 2024 designed for ultimate performance and style. Featuring the latest technology in gaming category.",48682.41,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,49
Razer Gaming Model E 2025,"This is a premium Razer Gaming Model E 2025 designed for ultimate performance and style. Featuring the latest technology in gaming category.",8839.47,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,95
Razer Gaming Model F 2026,"This is a premium Razer Gaming Model F 2026 designed for ultimate performance and style. Featuring the latest technology in gaming category.",35201.71,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,91
Razer Gaming Model G 2027,"This is a premium Razer Gaming Model G 2027 designed for ultimate performance and style. Featuring the latest technology in gaming category.",40282.67,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,81
Razer Gaming Model H 2028,"This is a premium Razer Gaming Model H 2028 designed for ultimate performance and style. Featuring the latest technology in gaming category.",39537.51,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,81
Razer Gaming Model I 2029,"This is a premium Razer Gaming Model I 2029 designed for ultimate performance and style. Featuring the latest technology in gaming category.",10751.24,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,23
Razer Gaming Model J 2030,"This is a premium Razer Gaming Model J 2030 designed for ultimate performance and style. Featuring the latest technology in gaming category.",46244.32,Gaming,Razer,Standard,TRUE,https://images.unsplash.com/photo-1486401899868-0e435ed85128?q=80&w=800&auto=format&fit=crop,58
Logitech Gaming Model A 2021,"This is a premium Logitech Gaming Model A 2021 designed for ultimate performance and style. Featuring the latest technology in gaming category.",11040.69,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,11
Logitech Gaming Model B 2022,"This is a premium Logitech Gaming Model B 2022 designed for ultimate performance and style. Featuring the latest technology in gaming category.",31848.63,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,46
Logitech Gaming Model C 2023,"This is a premium Logitech Gaming Model C 2023 designed for ultimate performance and style. Featuring the latest technology in gaming category.",32693.20,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,22
Logitech Gaming Model D 2024,"This is a premium Logitech Gaming Model D 2024 designed for ultimate performance and style. Featuring the latest technology in gaming category.",42245.08,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,65
Logitech Gaming Model E 2025,"This is a premium Logitech Gaming Model E 2025 designed for ultimate performance and style. Featuring the latest technology in gaming category.",41485.59,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,73
Logitech Gaming Model F 2026,"This is a premium Logitech Gaming Model F 2026 designed for ultimate performance and style. Featuring the latest technology in gaming category.",15669.52,Gaming,Logitech,Standard,FALSE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,0
Logitech Gaming Model G 2027,"This is a premium Logitech Gaming Model G 2027 designed for ultimate performance and style. Featuring the latest technology in gaming category.",35857.86,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,14
Logitech Gaming Model H 2028,"This is a premium Logitech Gaming Model H 2028 designed for ultimate performance and style. Featuring the latest technology in gaming category.",14208.23,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,22
Logitech Gaming Model I 2029,"This is a premium Logitech Gaming Model I 2029 designed for ultimate performance and style. Featuring the latest technology in gaming category.",31191.05,Gaming,Logitech,Standard,TRUE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,96
Logitech Gaming Model J 2030,"This is a premium Logitech Gaming Model J 2030 designed for ultimate performance and style. Featuring the latest technology in gaming category.",20833.28,Gaming,Logitech,Standard,FALSE,https://images.unsplash.com/photo-1592840331052-16e15c2c6f95?q=80&w=800&auto=format&fit=crop,0
Canon Cameras Model A 2021,"This is a premium Canon Cameras Model A 2021 designed for ultimate performance and style. Featuring the latest technology in cameras category.",35096.94,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,15
Canon Cameras Model B 2022,"This is a premium Canon Cameras Model B 2022 designed for ultimate performance and style. Featuring the latest technology in cameras category.",43745.61,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,83
Canon Cameras Model C 2023,"This is a premium Canon Cameras Model C 2023 designed for ultimate performance and style. Featuring the latest technology in cameras category.",43402.45,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,16
Canon Cameras Model D 2024,"This is a premium Canon Cameras Model D 2024 designed for ultimate performance and style. Featuring the latest technology in cameras category.",41814.88,Cameras,Canon,Premium,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,0
Canon Cameras Model E 2025,"This is a premium Canon Cameras Model E 2025 designed for ultimate performance and style. Featuring the latest technology in cameras category.",40486.89,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,46
Canon Cameras Model F 2026,"This is a premium Canon Cameras Model F 2026 designed for ultimate performance and style. Featuring the latest technology in cameras category.",25339.97,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,12
Canon Cameras Model G 2027,"This is a premium Canon Cameras Model G 2027 designed for ultimate performance and style. Featuring the latest technology in cameras category.",34699.66,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,67
Canon Cameras Model H 2028,"This is a premium Canon Cameras Model H 2028 designed for ultimate performance and style. Featuring the latest technology in cameras category.",33663.37,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,21
Canon Cameras Model I 2029,"This is a premium Canon Cameras Model I 2029 designed for ultimate performance and style. Featuring the latest technology in cameras category.",20299.57,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,26
Canon Cameras Model J 2030,"This is a premium Canon Cameras Model J 2030 designed for ultimate performance and style. Featuring the latest technology in cameras category.",35713.08,Cameras,Canon,Premium,TRUE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop,30
Nikon Cameras Model A 2021,"This is a premium Nikon Cameras Model A 2021 designed for ultimate performance and style. Featuring the latest technology in cameras category.",41239.76,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,64
Nikon Cameras Model B 2022,"This is a premium Nikon Cameras Model B 2022 designed for ultimate performance and style. Featuring the latest technology in cameras category.",26107.85,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,23
Nikon Cameras Model C 2023,"This is a premium Nikon Cameras Model C 2023 designed for ultimate performance and style. Featuring the latest technology in cameras category.",16880.48,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,18
Nikon Cameras Model D 2024,"This is a premium Nikon Cameras Model D 2024 designed for ultimate performance and style. Featuring the latest technology in cameras category.",28814.68,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,51
Nikon Cameras Model E 2025,"This is a premium Nikon Cameras Model E 2025 designed for ultimate performance and style. Featuring the latest technology in cameras category.",26339.12,Cameras,Nikon,Premium,FALSE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,0
Nikon Cameras Model F 2026,"This is a premium Nikon Cameras Model F 2026 designed for ultimate performance and style. Featuring the latest technology in cameras category.",30312.09,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,36
Nikon Cameras Model G 2027,"This is a premium Nikon Cameras Model G 2027 designed for ultimate performance and style. Featuring the latest technology in cameras category.",47469.90,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,98
Nikon Cameras Model H 2028,"This is a premium Nikon Cameras Model H 2028 designed for ultimate performance and style. Featuring the latest technology in cameras category.",16862.38,Cameras,Nikon,Premium,FALSE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,0
Nikon Cameras Model I 2029,"This is a premium Nikon Cameras Model I 2029 designed for ultimate performance and style. Featuring the latest technology in cameras category.",22410.58,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,22
Nikon Cameras Model J 2030,"This is a premium Nikon Cameras Model J 2030 designed for ultimate performance and style. Featuring the latest technology in cameras category.",5264.35,Cameras,Nikon,Premium,TRUE,https://images.unsplash.com/photo-1512790182412-b19e6d62bc39?q=80&w=800&auto=format&fit=crop,83
Sony Cameras Model A 2021,"This is a premium Sony Cameras Model A 2021 designed for ultimate performance and style. Featuring the latest technology in cameras category.",22844.91,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,19
Sony Cameras Model B 2022,"This is a premium Sony Cameras Model B 2022 designed for ultimate performance and style. Featuring the latest technology in cameras category.",22378.12,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,28
Sony Cameras Model C 2023,"This is a premium Sony Cameras Model C 2023 designed for ultimate performance and style. Featuring the latest technology in cameras category.",48305.37,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,32
Sony Cameras Model D 2024,"This is a premium Sony Cameras Model D 2024 designed for ultimate performance and style. Featuring the latest technology in cameras category.",27757.95,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,87
Sony Cameras Model E 2025,"This is a premium Sony Cameras Model E 2025 designed for ultimate performance and style. Featuring the latest technology in cameras category.",11341.91,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,63
Sony Cameras Model F 2026,"This is a premium Sony Cameras Model F 2026 designed for ultimate performance and style. Featuring the latest technology in cameras category.",6092.58,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,94
Sony Cameras Model G 2027,"This is a premium Sony Cameras Model G 2027 designed for ultimate performance and style. Featuring the latest technology in cameras category.",32180.78,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,32
Sony Cameras Model H 2028,"This is a premium Sony Cameras Model H 2028 designed for ultimate performance and style. Featuring the latest technology in cameras category.",24439.76,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,66
Sony Cameras Model I 2029,"This is a premium Sony Cameras Model I 2029 designed for ultimate performance and style. Featuring the latest technology in cameras category.",45744.60,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,59
Sony Cameras Model J 2030,"This is a premium Sony Cameras Model J 2030 designed for ultimate performance and style. Featuring the latest technology in cameras category.",36927.80,Cameras,Sony,Premium,TRUE,https://images.unsplash.com/photo-1502920917128-1aa500764cbd?q=80&w=800&auto=format&fit=crop,24
Fujifilm Cameras Model A 2021,"This is a premium Fujifilm Cameras Model A 2021 designed for ultimate performance and style. Featuring the latest technology in cameras category.",32969.10,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,99
Fujifilm Cameras Model B 2022,"This is a premium Fujifilm Cameras Model B 2022 designed for ultimate performance and style. Featuring the latest technology in cameras category.",42483.07,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,47
Fujifilm Cameras Model C 2023,"This is a premium Fujifilm Cameras Model C 2023 designed for ultimate performance and style. Featuring the latest technology in cameras category.",36429.32,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,10
Fujifilm Cameras Model D 2024,"This is a premium Fujifilm Cameras Model D 2024 designed for ultimate performance and style. Featuring the latest technology in cameras category.",6473.96,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,65
Fujifilm Cameras Model E 2025,"This is a premium Fujifilm Cameras Model E 2025 designed for ultimate performance and style. Featuring the latest technology in cameras category.",20544.43,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,27
Fujifilm Cameras Model F 2026,"This is a premium Fujifilm Cameras Model F 2026 designed for ultimate performance and style. Featuring the latest technology in cameras category.",11082.28,Cameras,Fujifilm,Standard,FALSE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,0
Fujifilm Cameras Model G 2027,"This is a premium Fujifilm Cameras Model G 2027 designed for ultimate performance and style. Featuring the latest technology in cameras category.",12080.63,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,52
Fujifilm Cameras Model H 2028,"This is a premium Fujifilm Cameras Model H 2028 designed for ultimate performance and style. Featuring the latest technology in cameras category.",8905.27,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,47
Fujifilm Cameras Model I 2029,"This is a premium Fujifilm Cameras Model I 2029 designed for ultimate performance and style. Featuring the latest technology in cameras category.",42795.56,Cameras,Fujifilm,Standard,TRUE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,63
Fujifilm Cameras Model J 2030,"This is a premium Fujifilm Cameras Model J 2030 designed for ultimate performance and style. Featuring the latest technology in cameras category.",16581.56,Cameras,Fujifilm,Standard,FALSE,https://images.unsplash.com/photo-1617005082133-548c4dd27f35?q=80&w=800&auto=format&fit=crop,0
Panasonic Cameras Model A 2021,"This is a premium Panasonic Cameras Model A 2021 designed for ultimate performance and style. Featuring the latest technology in cameras category.",38339.39,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,64
Panasonic Cameras Model B 2022,"This is a premium Panasonic Cameras Model B 2022 designed for ultimate performance and style. Featuring the latest technology in cameras category.",9871.15,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,80
Panasonic Cameras Model C 2023,"This is a premium Panasonic Cameras Model C 2023 designed for ultimate performance and style. Featuring the latest technology in cameras category.",40632.60,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,37
Panasonic Cameras Model D 2024,"This is a premium Panasonic Cameras Model D 2024 designed for ultimate performance and style. Featuring the latest technology in cameras category.",27147.41,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,57
Panasonic Cameras Model E 2025,"This is a premium Panasonic Cameras Model E 2025 designed for ultimate performance and style. Featuring the latest technology in cameras category.",37619.41,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,48
Panasonic Cameras Model F 2026,"This is a premium Panasonic Cameras Model F 2026 designed for ultimate performance and style. Featuring the latest technology in cameras category.",16125.22,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,86
Panasonic Cameras Model G 2027,"This is a premium Panasonic Cameras Model G 2027 designed for ultimate performance and style. Featuring the latest technology in cameras category.",40648.05,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,10
Panasonic Cameras Model H 2028,"This is a premium Panasonic Cameras Model H 2028 designed for ultimate performance and style. Featuring the latest technology in cameras category.",49028.31,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,95
Panasonic Cameras Model I 2029,"This is a premium Panasonic Cameras Model I 2029 designed for ultimate performance and style. Featuring the latest technology in cameras category.",14015.73,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,41
Panasonic Cameras Model J 2030,"This is a premium Panasonic Cameras Model J 2030 designed for ultimate performance and style. Featuring the latest technology in cameras category.",19276.73,Cameras,Panasonic,Standard,TRUE,https://images.unsplash.com/photo-1452784444945-3f422708bcea?q=80&w=800&auto=format&fit=crop,32
